Country,Country_Code,Region,Income_Group,Year,Internet_Usage_Pct,Household_Internet_Access_Pct,Smartphone_Adoption_Pct,Mobile_Subscriptions_per_100,Fixed_Broadband_per_100,Avg_Fixed_Download_Speed_Mbps,Avg_Mobile_Download_Speed_Mbps,Network_Coverage_4G_Pct,Availability_5G_Pct,Broadband_Monthly_Cost_USD,Mobile_Data_Cost_per_GB_USD,Connectivity_Cost_Pct_Income,Digital_Literacy_Pct,Urbanization_Pct,Population_Millions
Czech Republic,CZE,Europe & Central Asia,High Income,2018,90.55,97.41,80.89,135.52,47.02,181.5,112.61,98.73,0.0,36.8,0.94,1.7,97.91,94.44,10.5
Czech Republic,CZE,Europe & Central Asia,High Income,2019,93.8,98.56,85.08,138.61,48.05,190.83,121.5,99.55,0.37,36.84,0.87,1.4,98.18,94.71,10.58
Czech Republic,CZE,Europe & Central Asia,High Income,2020,92.96,99.8,84.12,139.09,48.28,201.14,128.6,99.8,10.48,35.95,0.82,1.74,98.43,95.12,10.67
Czech Republic,CZE,Europe & Central Asia,High Income,2021,94.26,99.8,86.29,143.52,50.26,217.2,136.0,99.9,21.92,35.52,0.63,1.58,98.81,95.55,10.75
Czech Republic,CZE,Europe & Central Asia,High Income,2022,96.01,99.8,85.23,142.83,50.55,234.01,145.94,99.9,31.91,33.97,0.66,1.25,98.82,95.51,10.84
Czech Republic,CZE,Europe & Central Asia,High Income,2023,99.1,99.8,89.11,146.69,50.8,247.46,151.9,99.9,42.2,33.52,0.73,1.34,98.9,95.89,10.92
Czech Republic,CZE,Europe & Central Asia,High Income,2024,99.5,99.8,89.45,144.65,50.66,267.86,157.69,99.9,53.83,32.02,0.48,1.45,99.22,96.41,11.0
Czech Republic,CZE,Europe & Central Asia,High Income,2025,99.5,99.8,91.22,148.51,51.48,277.59,168.79,99.9,68.41,31.97,0.59,1.27,99.31,96.71,11.09
Greece,GRC,Europe & Central Asia,High Income,2018,96.44,90.16,87.02,148.91,42.71,170.7,120.13,99.43,0.0,36.78,0.92,0.51,95.88,72.94,10.4
Greece,GRC,Europe & Central Asia,High Income,2019,99.08,90.95,88.35,148.53,42.91,185.19,131.39,99.9,1.87,35.62,0.94,0.35,96.02,73.32,10.48
Greece,GRC,Europe & Central Asia,High Income,2020,99.5,94.86,90.44,148.41,44.54,201.29,138.85,99.9,11.65,37.18,0.78,0.59,96.13,73.43,10.57
Greece,GRC,Europe & Central Asia,High Income,2021,99.5,94.52,91.12,152.71,45.06,213.06,146.67,99.9,24.07,34.98,1.04,0.73,96.5,73.64,10.65
Greece,GRC,Europe & Central Asia,High Income,2022,99.5,95.86,94.01,151.96,45.56,,155.07,99.9,33.16,34.73,0.77,0.55,96.61,74.16,10.73
Greece,GRC,Europe & Central Asia,High Income,2023,99.5,97.67,95.91,155.75,46.45,245.38,163.44,99.9,42.19,33.9,0.7,0.73,96.76,74.42,10.82
Greece,GRC,Europe & Central Asia,High Income,2024,99.5,99.8,97.45,156.69,46.38,256.86,174.0,99.9,54.25,33.89,0.76,0.43,97.0,74.73,10.9
Greece,GRC,Europe & Central Asia,High Income,2025,99.5,99.8,98.13,159.81,46.32,271.58,182.57,99.9,64.02,32.41,0.67,0.45,97.09,75.04,10.98
Hungary,HUN,Europe & Central Asia,High Income,2018,88.53,91.72,82.71,138.54,31.01,90.98,123.47,95.22,0.0,29.7,1.17,1.62,92.25,88.24,9.7
Hungary,HUN,Europe & Central Asia,High Income,2019,89.12,90.71,84.55,139.84,31.02,97.33,131.97,97.18,0.0,28.43,1.32,1.77,92.17,88.55,9.78
Hungary,HUN,Europe & Central Asia,High Income,2020,92.15,93.35,87.41,141.19,31.67,106.8,140.43,97.44,11.93,29.76,1.29,1.66,92.63,88.85,9.86
Hungary,HUN,Europe & Central Asia,High Income,2021,91.9,95.69,88.16,144.13,32.23,113.33,149.1,98.8,20.69,28.37,1.14,1.44,92.7,89.1,9.93
Hungary,HUN,Europe & Central Asia,High Income,2022,95.33,97.79,89.41,147.59,33.23,115.79,156.53,99.9,32.91,26.27,1.0,1.59,92.74,89.42,10.01
Hungary,HUN,Europe & Central Asia,High Income,2023,95.6,98.74,90.69,147.57,33.81,126.48,167.9,99.9,42.82,26.04,1.01,1.61,93.1,89.6,10.09
Hungary,HUN,Europe & Central Asia,High Income,2024,96.51,99.8,93.58,150.67,34.8,136.27,176.0,99.9,55.51,26.79,1.08,1.19,93.42,89.98,10.17
Hungary,HUN,Europe & Central Asia,High Income,2025,98.98,99.8,93.52,149.17,34.04,141.98,183.88,99.9,65.77,24.62,1.0,1.29,93.51,90.31,10.24
Romania,ROU,Europe & Central Asia,Upper-Middle Income,2018,61.1,64.59,72.6,115.58,27.35,94.36,77.28,90.21,0.0,27.76,2.91,2.3,87.39,54.44,19.0
Romania,ROU,Europe & Central Asia,Upper-Middle Income,2019,61.78,65.56,75.05,117.43,27.87,100.59,83.91,89.93,0.0,28.1,2.9,2.13,87.6,54.81,19.15
Romania,ROU,Europe & Central Asia,Upper-Middle Income,2020,63.01,66.15,76.86,119.72,28.73,110.1,89.75,92.29,0.0,27.27,2.74,2.3,87.72,55.09,19.3
Romania,ROU,Europe & Central Asia,Upper-Middle Income,2021,64.57,68.88,78.37,122.3,29.15,119.0,95.56,93.27,3.78,26.37,2.72,1.92,88.0,55.34,19.46
Romania,ROU,Europe & Central Asia,Upper-Middle Income,2022,66.52,69.63,81.54,121.77,30.04,120.8,103.52,93.08,12.01,28.04,2.41,2.21,88.22,55.76,19.61
Romania,ROU,Europe & Central Asia,Upper-Middle Income,2023,67.91,71.48,80.6,123.88,30.95,131.4,105.83,93.87,20.92,,2.34,1.68,88.59,56.01,19.76
Romania,ROU,Europe & Central Asia,Upper-Middle Income,2024,68.79,74.14,83.29,125.77,32.13,143.43,110.17,95.4,23.74,25.85,2.21,2.16,88.72,56.22,19.91
Romania,ROU,Europe & Central Asia,Upper-Middle Income,2025,70.55,73.57,87.17,127.02,31.95,145.64,115.94,96.35,30.6,25.42,1.9,1.58,88.96,56.54,20.06
Bulgaria,BGR,Europe & Central Asia,Upper-Middle Income,2018,59.3,85.9,81.11,123.17,23.99,49.88,35.19,86.04,0.0,36.28,2.65,3.17,84.69,82.43,6.8
Bulgaria,BGR,Europe & Central Asia,Upper-Middle Income,2019,59.61,86.56,82.08,123.12,23.77,56.47,36.87,87.08,0.0,35.7,2.54,3.12,85.08,82.85,6.85
Bulgaria,BGR,Europe & Central Asia,Upper-Middle Income,2020,63.05,88.8,84.35,126.21,24.34,60.57,42.12,87.58,0.0,35.46,2.56,3.09,85.13,83.17,6.91
Bulgaria,BGR,Europe & Central Asia,Upper-Middle Income,2021,64.98,89.33,85.48,127.37,25.96,63.94,45.63,88.75,4.56,33.36,2.37,2.82,85.39,83.46,6.96
Bulgaria,BGR,Europe & Central Asia,Upper-Middle Income,2022,64.28,92.16,86.58,125.41,25.81,69.11,46.71,90.7,15.04,32.42,2.2,2.98,85.52,83.79,7.02
Bulgaria,BGR,Europe & Central Asia,Upper-Middle Income,2023,65.34,93.75,87.93,131.72,25.86,75.8,47.62,90.66,19.53,31.68,2.08,2.86,85.67,84.02,7.07
Bulgaria,BGR,Europe & Central Asia,Upper-Middle Income,2024,67.75,94.64,91.03,132.79,27.22,81.46,50.92,89.54,22.77,32.1,2.05,2.64,86.08,84.35,7.13
Bulgaria,BGR,Europe & Central Asia,Upper-Middle Income,2025,68.97,95.53,92.68,133.65,27.44,79.89,53.22,91.37,29.42,30.38,1.93,2.92,86.34,84.6,7.18
Croatia,HRV,Europe & Central Asia,High Income,2018,93.07,89.64,87.72,133.68,34.85,130.5,117.09,94.05,0.0,28.79,0.33,0.73,98.33,90.32,3.9
Croatia,HRV,Europe & Central Asia,High Income,2019,94.42,93.05,89.72,134.97,35.54,138.27,127.3,94.97,0.0,28.75,0.45,0.74,98.63,90.61,3.93
Croatia,HRV,Europe & Central Asia,High Income,2020,95.65,93.66,91.57,133.65,36.25,155.99,134.52,95.56,11.37,28.37,0.34,0.74,98.79,90.87,3.96
Croatia,HRV,Europe & Central Asia,High Income,2021,97.89,94.65,96.15,136.9,36.8,162.45,142.27,97.12,20.65,27.65,0.32,0.55,98.96,91.13,3.99
Croatia,HRV,Europe & Central Asia,High Income,2022,96.88,96.57,94.75,139.17,37.37,171.82,154.42,98.77,32.09,26.34,0.39,0.3,99.24,91.48,4.02
Croatia,HRV,Europe & Central Asia,High Income,2023,99.5,98.57,97.82,139.83,38.44,183.58,159.78,99.32,43.07,25.66,0.28,0.55,99.49,91.76,4.06
Croatia,HRV,Europe & Central Asia,High Income,2024,99.5,99.8,98.21,140.56,38.55,190.13,167.55,99.5,57.42,25.05,0.26,0.52,99.53,91.98,4.09
Croatia,HRV,Europe & Central Asia,High Income,2025,99.5,99.8,99.0,144.05,38.8,201.7,177.73,99.9,66.23,25.68,0.25,0.3,99.9,92.48,4.12
Serbia,SRB,Europe & Central Asia,Upper-Middle Income,2018,70.63,63.86,73.84,113.33,18.66,73.59,49.51,91.15,0.0,37.72,0.76,2.44,90.54,68.1,6.8
Serbia,SRB,Europe & Central Asia,Upper-Middle Income,2019,72.48,66.63,74.82,113.72,19.61,80.34,52.36,91.86,0.0,37.03,0.77,2.35,90.7,68.5,6.85
Serbia,SRB,Europe & Central Asia,Upper-Middle Income,2020,72.87,68.71,77.64,115.48,20.51,84.63,57.38,92.84,0.0,36.81,0.85,2.39,91.09,68.69,6.91
Serbia,SRB,Europe & Central Asia,Upper-Middle Income,2021,74.96,68.67,78.17,117.29,20.79,91.28,59.22,93.37,7.55,34.96,0.67,1.86,91.18,69.11,6.96
Serbia,SRB,Europe & Central Asia,Upper-Middle Income,2022,76.16,68.31,78.39,120.93,22.33,95.24,61.25,94.05,12.22,34.98,0.84,2.36,91.45,69.27,7.02
Serbia,SRB,Europe & Central Asia,Upper-Middle Income,2023,78.05,72.83,81.1,118.47,22.24,105.44,63.82,95.66,16.94,34.42,0.65,1.93,91.54,69.53,7.07
Serbia,SRB,Europe & Central Asia,Upper-Middle Income,2024,79.42,75.13,82.93,122.77,22.74,109.28,68.52,96.64,25.18,33.35,0.63,2.13,91.91,69.9,7.13
Serbia,SRB,Europe & Central Asia,Upper-Middle Income,2025,79.43,75.08,82.01,122.95,22.59,115.25,72.61,96.86,30.74,33.28,0.64,1.96,92.06,70.27,7.18
Turkey,TUR,Europe & Central Asia,Upper-Middle Income,2018,79.95,76.39,66.28,97.5,27.21,43.74,57.45,95.24,0.0,,1.75,3.23,87.61,69.41,85.3
Turkey,TUR,Europe & Central Asia,Upper-Middle Income,2019,81.96,78.71,66.97,96.44,28.46,45.85,60.17,96.73,0.0,35.08,1.61,3.07,87.8,69.66,85.98
Turkey,TUR,Europe & Central Asia,Upper-Middle Income,2020,83.55,81.0,68.3,98.57,28.59,45.92,65.72,97.7,2.38,35.19,1.77,3.06,88.36,70.22,86.66
Turkey,TUR,Europe & Central Asia,Upper-Middle Income,2021,84.4,81.74,70.5,100.48,29.07,52.16,72.18,98.27,6.94,33.72,1.61,2.76,88.34,70.35,87.35
Turkey,TUR,Europe & Central Asia,Upper-Middle Income,2022,86.2,83.88,72.56,101.51,29.99,53.69,75.68,99.88,12.72,34.07,1.5,2.97,88.6,70.58,88.03
Turkey,TUR,Europe & Central Asia,Upper-Middle Income,2023,89.7,85.48,74.48,104.02,30.07,54.74,79.82,99.9,16.9,31.18,1.4,2.61,88.73,71.01,88.71
Turkey,TUR,Europe & Central Asia,Upper-Middle Income,2024,89.73,87.78,75.17,106.0,31.37,62.39,83.06,99.9,24.87,31.42,1.32,2.57,89.05,71.21,89.39
Turkey,TUR,Europe & Central Asia,Upper-Middle Income,2025,90.82,89.68,77.74,106.22,31.72,67.95,85.64,99.9,29.94,29.65,1.3,2.43,89.07,71.56,90.08
Kazakhstan,KAZ,Europe & Central Asia,Upper-Middle Income,2018,84.04,71.28,81.82,132.62,19.13,43.75,31.86,82.41,0.0,23.74,2.53,1.38,85.53,79.16,19.6
Kazakhstan,KAZ,Europe & Central Asia,Upper-Middle Income,2019,83.66,71.69,82.99,133.92,20.2,49.59,34.82,82.77,0.0,20.23,2.49,1.86,85.53,79.21,19.76
Kazakhstan,KAZ,Europe & Central Asia,Upper-Middle Income,2020,85.12,74.25,86.8,134.34,21.12,57.24,35.84,84.99,0.16,22.85,2.46,1.6,85.9,79.6,19.91
Kazakhstan,KAZ,Europe & Central Asia,Upper-Middle Income,2021,86.11,76.3,87.91,133.53,21.09,57.2,39.73,83.73,7.98,21.42,2.33,1.47,86.08,80.08,20.07
Kazakhstan,KAZ,Europe & Central Asia,Upper-Middle Income,2022,88.61,76.68,91.54,138.6,22.19,60.31,41.59,86.36,14.37,20.59,2.19,1.71,86.19,80.28,20.23
Kazakhstan,KAZ,Europe & Central Asia,Upper-Middle Income,2023,90.45,79.9,91.28,140.91,22.31,61.93,43.04,86.95,16.78,,2.14,1.18,86.23,80.48,20.38
Kazakhstan,KAZ,Europe & Central Asia,Upper-Middle Income,2024,90.98,,92.58,142.29,22.98,65.53,46.48,88.7,24.54,20.7,2.01,1.15,86.83,80.87,20.54
Kazakhstan,KAZ,Europe & Central Asia,Upper-Middle Income,2025,94.0,81.55,95.39,141.03,24.0,68.32,49.86,90.07,31.23,20.45,1.97,1.26,86.88,81.0,20.7
Uzbekistan,UZB,Europe & Central Asia,Lower-Middle Income,2018,32.26,58.39,50.08,77.4,15.45,40.37,41.54,81.27,0.0,36.23,2.11,3.92,82.23,59.51,35.6
Uzbekistan,UZB,Europe & Central Asia,Lower-Middle Income,2019,32.91,61.23,49.31,78.31,16.3,43.98,43.54,82.5,0.0,36.23,2.06,3.87,82.46,59.82,35.88
Uzbekistan,UZB,Europe & Central Asia,Lower-Middle Income,2020,33.89,63.22,52.42,80.11,15.95,45.69,46.61,82.93,0.0,36.14,1.9,3.96,82.64,59.97,36.17
Uzbekistan,UZB,Europe & Central Asia,Lower-Middle Income,2021,37.89,64.5,52.23,83.33,16.59,51.85,49.82,84.02,0.0,35.17,1.59,3.94,82.78,60.37,36.45
Uzbekistan,UZB,Europe & Central Asia,Lower-Middle Income,2022,38.99,65.79,53.71,83.51,16.76,54.14,52.39,84.7,2.83,33.75,1.76,3.28,82.94,60.68,36.74
Uzbekistan,UZB,Europe & Central Asia,Lower-Middle Income,2023,39.79,69.01,56.28,85.59,18.72,55.99,55.02,86.02,6.9,33.56,1.7,3.44,83.32,60.99,37.02
Uzbekistan,UZB,Europe & Central Asia,Lower-Middle Income,2024,41.36,69.25,57.26,87.05,18.34,59.57,58.96,86.9,7.49,34.21,1.53,3.56,83.32,61.27,37.31
Uzbekistan,UZB,Europe & Central Asia,Lower-Middle Income,2025,43.34,71.07,59.21,88.3,18.72,64.54,59.89,88.11,11.61,31.89,1.47,3.41,83.63,61.43,37.59
Ukraine,UKR,Europe & Central Asia,Lower-Middle Income,2018,63.09,47.83,50.39,102.3,9.03,54.13,40.55,72.57,0.0,35.21,3.77,3.86,,48.99,38.0
Ukraine,UKR,Europe & Central Asia,Lower-Middle Income,2019,63.78,49.03,52.79,105.29,9.01,55.36,42.62,73.58,0.0,34.48,3.77,3.67,86.65,49.53,38.3
Ukraine,UKR,Europe & Central Asia,Lower-Middle Income,2020,67.57,50.24,53.99,108.26,11.06,59.86,47.6,75.06,0.0,33.41,3.54,3.48,86.77,49.91,38.61
Ukraine,UKR,Europe & Central Asia,Lower-Middle Income,2021,68.75,52.84,56.45,107.75,11.04,65.26,49.63,75.98,0.0,32.36,3.59,3.09,87.09,50.16,38.91
Ukraine,UKR,Europe & Central Asia,Lower-Middle Income,2022,70.13,53.42,56.54,111.42,12.42,67.51,50.29,77.07,2.36,32.8,3.47,2.96,87.33,50.35,39.22
Ukraine,UKR,Europe & Central Asia,Lower-Middle Income,2023,71.91,55.26,59.82,112.4,12.2,70.74,53.36,78.09,5.05,31.34,3.36,3.31,87.34,50.73,39.52
Ukraine,UKR,Europe & Central Asia,Lower-Middle Income,2024,72.94,56.21,60.33,115.33,13.3,73.64,56.87,78.69,7.97,31.95,3.06,2.86,87.53,51.02,39.82
Ukraine,UKR,Europe & Central Asia,Lower-Middle Income,2025,74.41,59.47,63.07,117.22,13.42,81.28,60.48,80.23,11.51,29.81,2.94,2.72,87.64,51.45,40.13
Georgia,GEO,Europe & Central Asia,Upper-Middle Income,2018,80.72,67.7,82.57,109.51,16.85,106.96,34.49,86.03,0.0,47.45,3.36,3.16,90.75,66.2,3.7
Georgia,GEO,Europe & Central Asia,Upper-Middle Income,2019,80.0,70.76,82.27,112.96,16.89,116.07,35.44,87.21,0.0,45.74,3.13,2.96,90.89,66.56,3.73
Georgia,GEO,Europe & Central Asia,Upper-Middle Income,2020,82.99,72.71,85.81,110.81,17.73,127.08,36.32,89.2,0.0,45.94,3.27,2.83,90.99,67.03,3.76
Georgia,GEO,Europe & Central Asia,Upper-Middle Income,2021,83.77,73.76,87.76,114.52,17.42,135.85,40.21,89.28,8.43,43.31,2.94,2.89,91.35,67.14,3.79
Georgia,GEO,Europe & Central Asia,Upper-Middle Income,2022,86.22,76.15,88.44,114.68,18.5,143.51,40.98,90.45,10.6,41.93,2.82,2.71,91.74,67.51,3.82
Georgia,GEO,Europe & Central Asia,Upper-Middle Income,2023,87.47,77.86,91.28,119.07,19.34,148.2,44.45,91.4,19.43,42.6,2.67,2.37,91.87,67.9,3.85
Georgia,GEO,Europe & Central Asia,Upper-Middle Income,2024,88.47,80.1,89.78,119.06,20.43,161.59,48.63,91.74,25.61,41.82,2.42,2.46,91.93,68.02,3.88
Georgia,GEO,Europe & Central Asia,Upper-Middle Income,2025,89.61,80.83,93.4,121.32,20.11,170.93,46.89,93.48,32.08,39.72,2.36,2.52,92.16,68.51,3.91
Azerbaijan,AZE,Europe & Central Asia,Upper-Middle Income,2018,66.58,71.55,77.96,120.11,30.43,94.83,31.44,89.0,0.0,21.49,2.28,2.7,94.98,63.18,10.1
Azerbaijan,AZE,Europe & Central Asia,Upper-Middle Income,2019,65.84,71.1,79.52,125.51,30.55,102.48,35.07,90.63,0.0,22.78,2.17,2.63,95.24,63.5,10.18
Azerbaijan,AZE,Europe & Central Asia,Upper-Middle Income,2020,68.65,73.18,79.74,127.86,30.64,115.62,40.15,90.59,0.56,21.43,2.16,2.49,95.31,63.85,10.26
Azerbaijan,AZE,Europe & Central Asia,Upper-Middle Income,2021,70.05,74.76,82.11,130.14,31.96,123.21,39.28,92.31,5.06,20.37,1.84,2.39,95.75,64.05,10.34
Azerbaijan,AZE,Europe & Central Asia,Upper-Middle Income,2022,70.45,75.22,83.4,131.95,32.63,126.7,41.46,93.35,12.32,19.62,1.98,2.66,95.77,64.47,10.42
Azerbaijan,AZE,Europe & Central Asia,Upper-Middle Income,2023,73.99,78.53,86.34,134.26,32.75,139.28,41.48,93.8,16.65,19.72,1.66,2.21,96.19,64.68,10.5
Azerbaijan,AZE,Europe & Central Asia,Upper-Middle Income,2024,73.68,78.69,85.51,137.52,33.23,,46.03,95.03,23.14,18.52,1.64,2.3,96.15,65.06,10.58
Azerbaijan,AZE,Europe & Central Asia,Upper-Middle Income,2025,76.26,79.32,88.36,137.01,35.09,153.65,52.17,94.49,29.51,17.23,1.76,2.09,96.47,65.36,10.67
Armenia,ARM,Europe & Central Asia,Upper-Middle Income,2018,60.04,65.57,79.09,119.42,18.59,41.98,64.37,83.73,0.0,42.91,2.49,1.53,81.48,83.6,3.0
Armenia,ARM,Europe & Central Asia,Upper-Middle Income,2019,62.92,66.43,80.82,120.45,18.09,52.27,66.92,83.93,0.0,41.48,2.72,1.76,81.58,83.85,3.02
Armenia,ARM,Europe & Central Asia,Upper-Middle Income,2020,63.1,69.3,82.85,122.98,19.29,56.25,71.41,84.3,0.99,40.41,2.35,1.9,81.68,84.14,3.05
Armenia,ARM,Europe & Central Asia,Upper-Middle Income,2021,64.03,70.47,82.89,124.74,19.26,61.16,76.9,84.54,4.82,40.22,2.44,1.38,81.92,84.55,3.07
Armenia,ARM,Europe & Central Asia,Upper-Middle Income,2022,66.57,71.54,84.3,124.67,20.35,59.39,80.86,87.76,12.73,40.99,2.31,1.32,82.25,84.69,3.1
Armenia,ARM,Europe & Central Asia,Upper-Middle Income,2023,68.92,73.09,85.3,127.0,20.76,61.48,87.86,87.88,15.91,37.55,2.23,1.4,82.56,85.2,3.12
Armenia,ARM,Europe & Central Asia,Upper-Middle Income,2024,68.3,75.4,90.82,129.34,20.62,66.95,91.3,88.36,20.15,37.77,1.97,1.68,82.65,85.41,3.14
Armenia,ARM,Europe & Central Asia,Upper-Middle Income,2025,70.19,75.59,91.25,131.43,21.86,73.18,96.64,91.21,30.24,36.14,1.92,1.45,82.94,85.54,3.17
Belarus,BLR,Europe & Central Asia,Upper-Middle Income,2018,67.34,71.64,80.62,131.92,33.68,94.24,51.04,83.34,0.0,41.09,2.37,2.85,95.59,55.73,9.2
Belarus,BLR,Europe & Central Asia,Upper-Middle Income,2019,69.25,72.42,81.36,136.02,34.35,105.47,51.71,83.51,0.0,39.55,2.07,2.5,95.62,55.81,9.27
Belarus,BLR,Europe & Central Asia,Upper-Middle Income,2020,71.11,74.32,84.94,135.16,35.83,110.11,52.62,85.04,4.86,40.81,2.13,2.61,95.73,56.18,9.35
Belarus,BLR,Europe & Central Asia,Upper-Middle Income,2021,72.14,,83.78,138.3,35.67,120.12,58.1,86.31,7.52,40.22,2.0,2.25,95.92,56.6,9.42
Belarus,BLR,Europe & Central Asia,Upper-Middle Income,2022,74.17,77.84,87.37,138.46,36.27,127.69,60.54,87.55,10.46,38.87,1.78,2.5,96.14,56.68,9.49
Belarus,BLR,Europe & Central Asia,Upper-Middle Income,2023,73.35,77.95,88.73,141.51,36.28,134.67,64.38,89.34,19.19,37.83,1.88,2.23,96.4,57.19,9.57
Belarus,BLR,Europe & Central Asia,Upper-Middle Income,2024,76.23,79.68,88.83,143.72,37.33,143.48,66.7,88.03,22.91,36.34,1.73,2.46,96.55,57.28,9.64
Belarus,BLR,Europe & Central Asia,Upper-Middle Income,2025,78.52,82.32,91.98,146.49,37.84,154.46,70.45,90.23,31.94,36.37,1.45,2.09,96.89,57.55,9.72
Moldova,MDA,Europe & Central Asia,Upper-Middle Income,2018,71.94,61.92,73.41,94.61,18.85,54.12,63.6,92.73,0.0,38.19,3.44,2.38,84.85,79.86,2.6
Moldova,MDA,Europe & Central Asia,Upper-Middle Income,2019,71.64,63.79,74.67,97.02,18.8,50.39,68.17,92.8,0.0,36.65,3.32,2.63,85.01,80.08,2.62
Moldova,MDA,Europe & Central Asia,Upper-Middle Income,2020,74.0,66.7,74.46,97.23,19.03,56.11,70.24,94.91,0.05,35.12,3.15,2.4,85.33,80.39,2.64
Moldova,MDA,Europe & Central Asia,Upper-Middle Income,2021,76.28,67.61,78.28,98.5,20.01,61.07,75.34,95.01,5.48,32.66,2.89,2.34,85.37,80.78,2.66
Moldova,MDA,Europe & Central Asia,Upper-Middle Income,2022,75.96,68.63,77.27,101.08,20.2,66.36,79.61,95.71,11.7,32.81,2.93,2.4,85.51,81.06,2.68
Moldova,MDA,Europe & Central Asia,Upper-Middle Income,2023,78.13,71.38,79.43,104.42,20.67,65.92,83.41,97.46,13.75,33.63,2.54,2.11,85.99,81.47,2.7
Moldova,MDA,Europe & Central Asia,Upper-Middle Income,2024,80.75,72.32,81.67,104.48,21.45,70.58,88.08,98.11,23.34,32.49,2.46,2.0,85.89,81.6,2.72
Moldova,MDA,Europe & Central Asia,Upper-Middle Income,2025,79.77,71.37,83.0,109.07,22.62,73.34,90.41,99.21,33.36,30.5,2.37,2.21,86.28,81.98,2.75
Kyrgyzstan,KGZ,Europe & Central Asia,Lower-Middle Income,2018,40.03,64.52,41.18,111.26,4.27,50.87,31.54,88.22,0.0,17.89,3.06,8.07,75.97,53.36,6.8
Kyrgyzstan,KGZ,Europe & Central Asia,Lower-Middle Income,2019,41.38,,40.68,112.7,5.68,57.62,33.18,89.76,0.0,16.59,3.26,7.81,76.27,53.74,6.85
Kyrgyzstan,KGZ,Europe & Central Asia,Lower-Middle Income,2020,40.89,67.3,44.5,114.42,5.71,53.23,35.17,90.29,0.0,15.84,2.95,7.87,76.62,53.94,6.91
Kyrgyzstan,KGZ,Europe & Central Asia,Lower-Middle Income,2021,44.46,70.15,45.05,117.42,5.54,64.28,35.39,91.88,0.0,16.16,2.87,7.69,76.68,54.33,6.96
Kyrgyzstan,KGZ,Europe & Central Asia,Lower-Middle Income,2022,44.96,71.66,48.37,116.52,6.75,67.63,37.59,90.74,3.57,14.7,2.67,7.45,76.95,54.57,7.02
Kyrgyzstan,KGZ,Europe & Central Asia,Lower-Middle Income,2023,45.59,72.62,48.44,119.98,7.43,75.29,41.41,92.65,5.78,15.51,2.54,7.45,77.05,54.89,7.07
Kyrgyzstan,KGZ,Europe & Central Asia,Lower-Middle Income,2024,48.38,74.18,50.96,122.57,8.65,72.99,43.88,94.22,7.69,15.51,2.33,6.94,77.39,55.31,7.13
Kyrgyzstan,KGZ,Europe & Central Asia,Lower-Middle Income,2025,50.39,75.18,51.04,122.53,8.75,78.29,44.42,95.35,11.13,15.66,2.27,6.49,77.55,55.51,7.18
Tajikistan,TJK,Europe & Central Asia,Lower-Middle Income,2018,53.91,49.44,58.07,97.86,18.1,21.31,21.41,86.62,0.0,40.38,2.76,6.82,69.49,38.47,10.0
Tajikistan,TJK,Europe & Central Asia,Lower-Middle Income,2019,54.72,49.85,61.66,96.76,19.07,18.61,23.65,88.38,0.0,37.34,2.77,6.32,69.67,38.67,10.08
Tajikistan,TJK,Europe & Central Asia,Lower-Middle Income,2020,57.88,51.22,63.62,99.33,19.39,24.46,26.64,87.72,0.0,36.75,2.59,5.86,70.1,39.06,10.16
Tajikistan,TJK,Europe & Central Asia,Lower-Middle Income,2021,58.28,51.7,62.21,103.05,20.85,23.27,28.57,90.01,0.44,35.66,2.34,6.08,69.89,39.28,10.24
Tajikistan,TJK,Europe & Central Asia,Lower-Middle Income,2022,60.42,54.21,65.68,102.74,21.66,23.35,29.1,90.97,2.62,34.95,2.47,5.76,70.16,39.63,10.32
Tajikistan,TJK,Europe & Central Asia,Lower-Middle Income,2023,62.19,58.12,66.67,106.45,21.81,25.88,29.86,91.4,4.32,35.44,2.19,5.56,70.36,39.97,10.4
Tajikistan,TJK,Europe & Central Asia,Lower-Middle Income,2024,63.74,58.26,70.26,104.93,21.96,27.77,32.3,93.03,7.94,34.16,2.22,5.52,70.74,40.19,10.48
Tajikistan,TJK,Europe & Central Asia,Lower-Middle Income,2025,64.89,58.19,70.83,106.94,22.05,27.86,33.58,93.1,9.57,33.38,1.99,5.1,70.83,40.64,10.56
Turkmenistan,TKM,Europe & Central Asia,Upper-Middle Income,2018,70.13,71.75,75.84,93.67,33.15,111.7,63.78,89.15,0.0,28.69,3.04,3.48,82.73,81.02,6.3
Turkmenistan,TKM,Europe & Central Asia,Upper-Middle Income,2019,70.3,72.7,75.14,97.88,33.47,123.38,68.64,91.41,0.0,27.19,2.81,3.19,82.95,81.42,6.35
Turkmenistan,TKM,Europe & Central Asia,Upper-Middle Income,2020,71.32,74.34,80.63,99.3,34.28,129.75,74.04,91.74,0.0,28.12,2.58,3.26,83.19,81.67,6.4
Turkmenistan,TKM,Europe & Central Asia,Upper-Middle Income,2021,75.32,74.65,78.63,100.97,36.07,142.3,78.46,93.24,6.71,26.32,2.48,2.91,83.25,82.1,6.45
Turkmenistan,TKM,Europe & Central Asia,Upper-Middle Income,2022,75.24,78.42,81.29,103.27,35.96,151.11,82.99,93.09,13.96,25.11,2.42,3.14,83.62,82.55,6.5
